#Total Fragments: 1000
#Fragments Considered: 667
#Valid Constructs: 619
#Guides Passing: 1278
#Guides Failing: 56
#Constructs Recognized: 344
#Constructs Unrecognized: 275
construct_id	target_a_id	probe_a_id	target_b_id	probe_b_id	A549-CV4-1000_d28_1
MAP2K1_chr15_66679728__ROR1_chr1_64240072	MAP2K1	MAP2K1_chr15_66679728	ROR1	ROR1_chr1_64240072	0
MAP2K1_chr15_66679728__ROR1_chr1_64240089	MAP2K1	MAP2K1_chr15_66679728	ROR1	ROR1_chr1_64240089	0
MAP2K1_chr15_66679728__RPS6KB1_chr17_57987949	MAP2K1	MAP2K1_chr15_66679728	RPS6KB1	RPS6KB1_chr17_57987949	0
MAP2K1_chr15_66679728__RRM2_chr2_10262940	MAP2K1	MAP2K1_chr15_66679728	RRM2	RRM2_chr2_10262940	0
MAP2K1_chr15_66679728__RUNX1_chr21_36252902	MAP2K1	MAP2K1_chr15_66679728	RUNX1	RUNX1_chr21_36252902	0
MAP2K1_chr15_66679728__RUNX1_chr21_36421144	MAP2K1	MAP2K1_chr15_66679728	RUNX1	RUNX1_chr21_36421144	2
MAP2K1_chr15_66679728__SETD2_chr3_47142972	MAP2K1	MAP2K1_chr15_66679728	SETD2	SETD2_chr3_47142972	0
MAP2K1_chr15_66679728__SETD2_chr3_47205411	MAP2K1	MAP2K1_chr15_66679728	SETD2	SETD2_chr3_47205411	0
MAP2K1_chr15_66679728__SMAD4_chr18_48573460	MAP2K1	MAP2K1_chr15_66679728	SMAD4	SMAD4_chr18_48573460	0
MAP2K1_chr15_66679728__SMAD4_chr18_48575673	MAP2K1	MAP2K1_chr15_66679728	SMAD4	SMAD4_chr18_48575673	0
MAP2K1_chr15_66679728__SMAD4_chr18_48586241	MAP2K1	MAP2K1_chr15_66679728	SMAD4	SMAD4_chr18_48586241	0
MAP2K1_chr15_66679728__SMARCB1_chr22_24133949	MAP2K1	MAP2K1_chr15_66679728	SMARCB1	SMARCB1_chr22_24133949	0
MAP2K1_chr15_66679728__SMO_chr7_128828974	MAP2K1	MAP2K1_chr15_66679728	SMO	SMO_chr7_128828974	0
MAP2K1_chr15_66679728__SMO_chr7_128845117	MAP2K1	MAP2K1_chr15_66679728	SMO	SMO_chr7_128845117	0
MAP2K1_chr15_66679728__TOP1_chr20_39657693	MAP2K1	MAP2K1_chr15_66679728	TOP1	TOP1_chr20_39657693	0
MAP2K1_chr15_66679728__TOP1_chr20_39690055	MAP2K1	MAP2K1_chr15_66679728	TOP1	TOP1_chr20_39690055	0
MAP2K1_chr15_66679728__TSC1_chr9_135796748	MAP2K1	MAP2K1_chr15_66679728	TSC1	TSC1_chr9_135796748	0
MAP2K1_chr15_66679728__TSC1_chr9_135796796	MAP2K1	MAP2K1_chr15_66679728	TSC1	TSC1_chr9_135796796	0
MAP2K1_chr15_66679728__TSC1_chr9_135804256	MAP2K1	MAP2K1_chr15_66679728	TSC1	TSC1_chr9_135804256	0
MAP2K1_chr15_66679728__TYMS_chr18_657730	MAP2K1	MAP2K1_chr15_66679728	TYMS	TYMS_chr18_657730	0
MAP2K1_chr15_66679728__TYMS_chr18_659665	MAP2K1	MAP2K1_chr15_66679728	TYMS	TYMS_chr18_659665	1
MAP2K1_chr15_66679728__VHL_chr3_10183791	MAP2K1	MAP2K1_chr15_66679728	VHL	VHL_chr3_10183791	0
MAP2K1_chr15_66679728__WEE1_chr11_9595542	MAP2K1	MAP2K1_chr15_66679728	WEE1	WEE1_chr11_9595542	0
MAP2K1_chr15_66679756__ABL1_chr9_133738356	MAP2K1	MAP2K1_chr15_66679756	ABL1	ABL1_chr9_133738356	0
MAP2K1_chr15_66679756__ALK_chr2_29541172	MAP2K1	MAP2K1_chr15_66679756	ALK	ALK_chr2_29541172	0
MAP2K1_chr15_66679756__APC_chr5_112043408	MAP2K1	MAP2K1_chr15_66679756	APC	APC_chr5_112043408	1
MAP2K1_chr15_66679756__APC_chr5_112102933	MAP2K1	MAP2K1_chr15_66679756	APC	APC_chr5_112102933	0
MAP2K1_chr15_66679756__ARID1A_chr1_27056288	MAP2K1	MAP2K1_chr15_66679756	ARID1A	ARID1A_chr1_27056288	0
MAP2K1_chr15_66679756__ATM_chr11_108098390	MAP2K1	MAP2K1_chr15_66679756	ATM	ATM_chr11_108098390	0
MAP2K1_chr15_66679756__BCL2_chr18_60985877	MAP2K1	MAP2K1_chr15_66679756	BCL2	BCL2_chr18_60985877	0
MAP2K1_chr15_66679756__BRAF_chr7_140508787	MAP2K1	MAP2K1_chr15_66679756	BRAF	BRAF_chr7_140508787	0
MAP2K1_chr15_66679756__BRCA1_chr17_41256141	MAP2K1	MAP2K1_chr15_66679756	BRCA1	BRCA1_chr17_41256141	0
MAP2K1_chr15_66679756__BRCA1_chr17_41267735	MAP2K1	MAP2K1_chr15_66679756	BRCA1	BRCA1_chr17_41267735	0
MAP2K1_chr15_66679756__BRCA2_chr13_32890586	MAP2K1	MAP2K1_chr15_66679756	BRCA2	BRCA2_chr13_32890586	0
MAP2K1_chr15_66679756__BRCA2_chr13_32914228	MAP2K1	MAP2K1_chr15_66679756	BRCA2	BRCA2_chr13_32914228	0
MAP2K1_chr15_66679756__BRD4_chr19_15376361	MAP2K1	MAP2K1_chr15_66679756	BRD4	BRD4_chr19_15376361	0
MAP2K1_chr15_66679756__BTK_chrX_100645534	MAP2K1	MAP2K1_chr15_66679756	BTK	BTK_chrX_100645534	0
MAP2K1_chr15_66679756__CASP8_chr2_202131404	MAP2K1	MAP2K1_chr15_66679756	CASP8	CASP8_chr2_202131404	0
MAP2K1_chr15_66679756__CASP8_chr2_202134297	MAP2K1	MAP2K1_chr15_66679756	CASP8	CASP8_chr2_202134297	0
MAP2K1_chr15_66679756__CDH1_chr16_68772250	MAP2K1	MAP2K1_chr15_66679756	CDH1	CDH1_chr16_68772250	0
MAP2K1_chr15_66679756__CDK4_chr12_58143253	MAP2K1	MAP2K1_chr15_66679756	CDK4	CDK4_chr12_58143253	0
MAP2K1_chr15_66679756__CDK4_chr12_58145497	MAP2K1	MAP2K1_chr15_66679756	CDK4	CDK4_chr12_58145497	0
MAP2K1_chr15_66679756__CDK6_chr7_92244474	MAP2K1	MAP2K1_chr15_66679756	CDK6	CDK6_chr7_92244474	0
MAP2K1_chr15_66679756__CDK9_chr9_130548409	MAP2K1	MAP2K1_chr15_66679756	CDK9	CDK9_chr9_130548409	0
MAP2K1_chr15_66679756__CDK9_chr9_130548998	MAP2K1	MAP2K1_chr15_66679756	CDK9	CDK9_chr9_130548998	0
MAP2K1_chr15_66679756__CDK9_chr9_130550235	MAP2K1	MAP2K1_chr15_66679756	CDK9	CDK9_chr9_130550235	0
MAP2K1_chr15_66679756__CDKN1B_chr12_12870931	MAP2K1	MAP2K1_chr15_66679756	CDKN1B	CDKN1B_chr12_12870931	0
MAP2K1_chr15_66679756__CDKN1B_chr12_12871196	MAP2K1	MAP2K1_chr15_66679756	CDKN1B	CDKN1B_chr12_12871196	0
MAP2K1_chr15_66679756__CDKN2A_chr9_21971100	MAP2K1	MAP2K1_chr15_66679756	CDKN2A	CDKN2A_chr9_21971100	0
MAP2K1_chr15_66679756__CHEK1_chr11_125496644	MAP2K1	MAP2K1_chr15_66679756	CHEK1	CHEK1_chr11_125496644	0
MAP2K1_chr15_66679756__CHEK1_chr11_125499147	MAP2K1	MAP2K1_chr15_66679756	CHEK1	CHEK1_chr11_125499147	0
MAP2K1_chr15_66679756__CHEK2_chr22_29085137	MAP2K1	MAP2K1_chr15_66679756	CHEK2	CHEK2_chr22_29085137	0
MAP2K1_chr15_66679756__CHEK2_chr22_29130694	MAP2K1	MAP2K1_chr15_66679756	CHEK2	CHEK2_chr22_29130694	0
MAP2K1_chr15_66679756__DHFR_chr5_79949819	MAP2K1	MAP2K1_chr15_66679756	DHFR	DHFR_chr5_79949819	0
MAP2K1_chr15_66679756__DHFR_chr5_79950216	MAP2K1	MAP2K1_chr15_66679756	DHFR	DHFR_chr5_79950216	0
MAP2K1_chr15_66679756__EGFR_chr7_55209986	MAP2K1	MAP2K1_chr15_66679756	EGFR	EGFR_chr7_55209986	0
MAP2K1_chr15_66679756__EGFR_chr7_55209992	MAP2K1	MAP2K1_chr15_66679756	EGFR	EGFR_chr7_55209992	0
MAP2K1_chr15_66679756__ERBB2_chr17_37855800	MAP2K1	MAP2K1_chr15_66679756	ERBB2	ERBB2_chr17_37855800	0
MAP2K1_chr15_66679756__FGFR2_chr10_123298118	MAP2K1	MAP2K1_chr15_66679756	FGFR2	FGFR2_chr10_123298118	0
MAP2K1_chr15_66679756__FGFR2_chr10_123353328	MAP2K1	MAP2K1_chr15_66679756	FGFR2	FGFR2_chr10_123353328	0
MAP2K1_chr15_66679756__FGFR3_chr4_1795655	MAP2K1	MAP2K1_chr15_66679756	FGFR3	FGFR3_chr4_1795655	0
MAP2K1_chr15_66679756__GATA3_chr10_8097612	MAP2K1	MAP2K1_chr15_66679756	GATA3	GATA3_chr10_8097612	0
MAP2K1_chr15_66679756__GATA3_chr10_8097722	MAP2K1	MAP2K1_chr15_66679756	GATA3	GATA3_chr10_8097722	0
MAP2K1_chr15_66679756__HDAC2_chr6_114266539	MAP2K1	MAP2K1_chr15_66679756	HDAC2	HDAC2_chr6_114266539	0
MAP2K1_chr15_66679756__HDAC6_chrX_48661089	MAP2K1	MAP2K1_chr15_66679756	HDAC6	HDAC6_chrX_48661089	0
MAP2K1_chr15_66679756__HSP90AA1_chr14_102551760	MAP2K1	MAP2K1_chr15_66679756	HSP90AA1	HSP90AA1_chr14_102551760	0
MAP2K1_chr15_66679756__HSP90AA1_chr14_102552141	MAP2K1	MAP2K1_chr15_66679756	HSP90AA1	HSP90AA1_chr14_102552141	0
MAP2K1_chr15_66679756__IGF1R_chr15_99192824	MAP2K1	MAP2K1_chr15_66679756	IGF1R	IGF1R_chr15_99192824	0
MAP2K1_chr15_66679756__JAK2_chr9_5050721	MAP2K1	MAP2K1_chr15_66679756	JAK2	JAK2_chr9_5050721	0
MAP2K1_chr15_66679756__JAK2_chr9_5050816	MAP2K1	MAP2K1_chr15_66679756	JAK2	JAK2_chr9_5050816	0
MAP2K1_chr15_66679756__KDM5C_chrX_53241022	MAP2K1	MAP2K1_chr15_66679756	KDM5C	KDM5C_chrX_53241022	0
MAP2K1_chr15_66679756__KIT_chr4_55524176	MAP2K1	MAP2K1_chr15_66679756	KIT	KIT_chr4_55524176	0
MAP2K1_chr15_66679756__KIT_chr4_55524229	MAP2K1	MAP2K1_chr15_66679756	KIT	KIT_chr4_55524229	0
MAP2K1_chr15_66679756__KMT2D_chr12_49448161	MAP2K1	MAP2K1_chr15_66679756	KMT2D	KMT2D_chr12_49448161	0
MAP2K1_chr15_66679756__KMT2D_chr12_49448168	MAP2K1	MAP2K1_chr15_66679756	KMT2D	KMT2D_chr12_49448168	0
MAP2K1_chr15_66679756__MAP3K1_chr5_56152466	MAP2K1	MAP2K1_chr15_66679756	MAP3K1	MAP3K1_chr5_56152466	0
MAP2K1_chr15_66679756__MET_chr7_116340188	MAP2K1	MAP2K1_chr15_66679756	MET	MET_chr7_116340188	0
MAP2K1_chr15_66679756__MET_chr7_116340207	MAP2K1	MAP2K1_chr15_66679756	MET	MET_chr7_116340207	0
MAP2K1_chr15_66679756__MLH1_chr3_37038179	MAP2K1	MAP2K1_chr15_66679756	MLH1	MLH1_chr3_37038179	0
MAP2K1_chr15_66679756__MLH1_chr3_37045912	MAP2K1	MAP2K1_chr15_66679756	MLH1	MLH1_chr3_37045912	0
MAP2K1_chr15_66679756__MSH6_chr2_48018111	MAP2K1	MAP2K1_chr15_66679756	MSH6	MSH6_chr2_48018111	0
MAP2K1_chr15_66679756__MSH6_chr2_48018154	MAP2K1	MAP2K1_chr15_66679756	MSH6	MSH6_chr2_48018154	0
MAP2K1_chr15_66679756__MTOR_chr1_11317010	MAP2K1	MAP2K1_chr15_66679756	MTOR	MTOR_chr1_11317010	0
MAP2K1_chr15_66679756__MTOR_chr1_11317149	MAP2K1	MAP2K1_chr15_66679756	MTOR	MTOR_chr1_11317149	0
MAP2K1_chr15_66679756__NF1_chr17_29422308	MAP2K1	MAP2K1_chr15_66679756	NF1	NF1_chr17_29422308	0
MAP2K1_chr15_66679756__NF1_chr17_29483039	MAP2K1	MAP2K1_chr15_66679756	NF1	NF1_chr17_29483039	0
MAP2K1_chr15_66679756__NonTargetingControlGuideForHuman0362	MAP2K1	MAP2K1_chr15_66679756	NonTargetingControlGuideForHuman0362	NonTargetingControlGuideForHuman0362	0
MAP2K1_chr15_66679756__NonTargetingControlGuideForHuman0412	MAP2K1	MAP2K1_chr15_66679756	NonTargetingControlGuideForHuman0412	NonTargetingControlGuideForHuman0412	0
MAP2K1_chr15_66679756__PARP1_chr1_226578249	MAP2K1	MAP2K1_chr15_66679756	PARP1	PARP1_chr1_226578249	0
MAP2K1_chr15_66679756__PARP1_chr1_226595581	MAP2K1	MAP2K1_chr15_66679756	PARP1	PARP1_chr1_226595581	0
MAP2K1_chr15_66679756__PBRM1_chr3_52713723	MAP2K1	MAP2K1_chr15_66679756	PBRM1	PBRM1_chr3_52713723	0
MAP2K1_chr15_66679756__PDGFRA_chr4_55129914	MAP2K1	MAP2K1_chr15_66679756	PDGFRA	PDGFRA_chr4_55129914	0
MAP2K1_chr15_66679756__PIK3CA_chr3_178916614	MAP2K1	MAP2K1_chr15_66679756	PIK3CA	PIK3CA_chr3_178916614	0
MAP2K1_chr15_66679756__PIK3CA_chr3_178919070	MAP2K1	MAP2K1_chr15_66679756	PIK3CA	PIK3CA_chr3_178919070	0
MAP2K1_chr15_66679756__PIK3CA_chr3_178919167	MAP2K1	MAP2K1_chr15_66679756	PIK3CA	PIK3CA_chr3_178919167	0
MAP2K1_chr15_66679756__PIK3R1_chr5_67576410	MAP2K1	MAP2K1_chr15_66679756	PIK3R1	PIK3R1_chr5_67576410	0
MAP2K1_chr15_66679756__PIK3R1_chr5_67576421	MAP2K1	MAP2K1_chr15_66679756	PIK3R1	PIK3R1_chr5_67576421	0
MAP2K1_chr15_66679756__PRKDC_chr8_48686398	MAP2K1	MAP2K1_chr15_66679756	PRKDC	PRKDC_chr8_48686398	0
MAP2K1_chr15_66679756__PRKDC_chr8_48872683	MAP2K1	MAP2K1_chr15_66679756	PRKDC	PRKDC_chr8_48872683	0
MAP2K1_chr15_66679756__PTEN_chr10_89653786	MAP2K1	MAP2K1_chr15_66679756	PTEN	PTEN_chr10_89653786	0
MAP2K1_chr15_66679756__PTEN_chr10_89711868	MAP2K1	MAP2K1_chr15_66679756	PTEN	PTEN_chr10_89711868	0
MAP2K1_chr15_66679756__RB1_chr13_48934148	MAP2K1	MAP2K1_chr15_66679756	RB1	RB1_chr13_48934148	0
MAP2K1_chr15_66679756__RPS6KB1_chr17_57970538	MAP2K1	MAP2K1_chr15_66679756	RPS6KB1	RPS6KB1_chr17_57970538	0
MAP2K1_chr15_66679756__RPS6KB1_chr17_57987922	MAP2K1	MAP2K1_chr15_66679756	RPS6KB1	RPS6KB1_chr17_57987922	0
MAP2K1_chr15_66679756__RPS6KB1_chr17_57987949	MAP2K1	MAP2K1_chr15_66679756	RPS6KB1	RPS6KB1_chr17_57987949	0
MAP2K1_chr15_66679756__RRM2_chr2_10262940	MAP2K1	MAP2K1_chr15_66679756	RRM2	RRM2_chr2_10262940	0
MAP2K1_chr15_66679756__RRM2_chr2_10262957	MAP2K1	MAP2K1_chr15_66679756	RRM2	RRM2_chr2_10262957	0
MAP2K1_chr15_66679756__RUNX1_chr21_36252902	MAP2K1	MAP2K1_chr15_66679756	RUNX1	RUNX1_chr21_36252902	0
MAP2K1_chr15_66679756__SETD2_chr3_47142972	MAP2K1	MAP2K1_chr15_66679756	SETD2	SETD2_chr3_47142972	0
MAP2K1_chr15_66679756__SETD2_chr3_47205411	MAP2K1	MAP2K1_chr15_66679756	SETD2	SETD2_chr3_47205411	0
MAP2K1_chr15_66679756__SMARCA4_chr19_11094819	MAP2K1	MAP2K1_chr15_66679756	SMARCA4	SMARCA4_chr19_11094819	0
MAP2K1_chr15_66679756__SMARCA4_chr19_11094851	MAP2K1	MAP2K1_chr15_66679756	SMARCA4	SMARCA4_chr19_11094851	0
MAP2K1_chr15_66679756__SMARCB1_chr22_24129339	MAP2K1	MAP2K1_chr15_66679756	SMARCB1	SMARCB1_chr22_24129339	0
MAP2K1_chr15_66679756__SMARCB1_chr22_24133949	MAP2K1	MAP2K1_chr15_66679756	SMARCB1	SMARCB1_chr22_24133949	0
MAP2K1_chr15_66679756__SMO_chr7_128845117	MAP2K1	MAP2K1_chr15_66679756	SMO	SMO_chr7_128845117	0
MAP2K1_chr15_66679756__SRC_chr20_36014563	MAP2K1	MAP2K1_chr15_66679756	SRC	SRC_chr20_36014563	0
MAP2K1_chr15_66679756__SRC_chr20_36022600	MAP2K1	MAP2K1_chr15_66679756	SRC	SRC_chr20_36022600	0
MAP2K1_chr15_66679756__TOP1_chr20_39657693	MAP2K1	MAP2K1_chr15_66679756	TOP1	TOP1_chr20_39657693	0
MAP2K1_chr15_66679756__TOP1_chr20_39690055	MAP2K1	MAP2K1_chr15_66679756	TOP1	TOP1_chr20_39690055	0
MAP2K1_chr15_66679756__TOP1_chr20_39690109	MAP2K1	MAP2K1_chr15_66679756	TOP1	TOP1_chr20_39690109	0
MAP2K1_chr15_66679756__TP53_chr17_7578373	MAP2K1	MAP2K1_chr15_66679756	TP53	TP53_chr17_7578373	0
MAP2K1_chr15_66679756__TP53_chr17_7579881	MAP2K1	MAP2K1_chr15_66679756	TP53	TP53_chr17_7579881	0
MAP2K1_chr15_66679756__TYMS_chr18_659656	MAP2K1	MAP2K1_chr15_66679756	TYMS	TYMS_chr18_659656	0
MAP2K1_chr15_66679756__TYMS_chr18_659665	MAP2K1	MAP2K1_chr15_66679756	TYMS	TYMS_chr18_659665	0
MAP2K1_chr15_66679756__VEGFA_chr6_43742077	MAP2K1	MAP2K1_chr15_66679756	VEGFA	VEGFA_chr6_43742077	0
MAP2K1_chr15_66679756__VEGFA_chr6_43742108	MAP2K1	MAP2K1_chr15_66679756	VEGFA	VEGFA_chr6_43742108	0
MAP2K1_chr15_66679756__VHL_chr3_10183518	MAP2K1	MAP2K1_chr15_66679756	VHL	VHL_chr3_10183518	0
MAP2K1_chr15_66679756__VHL_chr3_10183773	MAP2K1	MAP2K1_chr15_66679756	VHL	VHL_chr3_10183773	0
MAP2K1_chr15_66679756__WEE1_chr11_9595845	MAP2K1	MAP2K1_chr15_66679756	WEE1	WEE1_chr11_9595845	0
MAP3K1_chr5_56111382__ABL1_chr9_133738283	MAP3K1	MAP3K1_chr5_56111382	ABL1	ABL1_chr9_133738283	0
MAP3K1_chr5_56111382__AKT1_chr14_105239609	MAP3K1	MAP3K1_chr5_56111382	AKT1	AKT1_chr14_105239609	0
MAP3K1_chr5_56111382__ALK_chr2_29541171	MAP3K1	MAP3K1_chr5_56111382	ALK	ALK_chr2_29541171	0
MAP3K1_chr5_56111382__ALK_chr2_30143522	MAP3K1	MAP3K1_chr5_56111382	ALK	ALK_chr2_30143522	0
MAP3K1_chr5_56111382__APC_chr5_112102933	MAP3K1	MAP3K1_chr5_56111382	APC	APC_chr5_112102933	0
MAP3K1_chr5_56111382__ARID1A_chr1_27022876	MAP3K1	MAP3K1_chr5_56111382	ARID1A	ARID1A_chr1_27022876	0
MAP3K1_chr5_56111382__ARID2_chr12_46123614	MAP3K1	MAP3K1_chr5_56111382	ARID2	ARID2_chr12_46123614	0
MAP3K1_chr5_56111382__ARID2_chr12_46205318	MAP3K1	MAP3K1_chr5_56111382	ARID2	ARID2_chr12_46205318	0
MAP3K1_chr5_56111382__BCL2_chr18_60795960	MAP3K1	MAP3K1_chr5_56111382	BCL2	BCL2_chr18_60795960	0
MAP3K1_chr5_56111382__BCL2_chr18_60985877	MAP3K1	MAP3K1_chr5_56111382	BCL2	BCL2_chr18_60985877	0
MAP3K1_chr5_56111382__BRAF_chr7_140508787	MAP3K1	MAP3K1_chr5_56111382	BRAF	BRAF_chr7_140508787	0
MAP3K1_chr5_56111382__BRAF_chr7_140534469	MAP3K1	MAP3K1_chr5_56111382	BRAF	BRAF_chr7_140534469	0
MAP3K1_chr5_56111382__BRAF_chr7_140624501	MAP3K1	MAP3K1_chr5_56111382	BRAF	BRAF_chr7_140624501	0
MAP3K1_chr5_56111382__BRCA1_chr17_41256141	MAP3K1	MAP3K1_chr5_56111382	BRCA1	BRCA1_chr17_41256141	0
MAP3K1_chr5_56111382__BRCA1_chr17_41267735	MAP3K1	MAP3K1_chr5_56111382	BRCA1	BRCA1_chr17_41267735	0
MAP3K1_chr5_56111382__BRCA1_chr17_41276018	MAP3K1	MAP3K1_chr5_56111382	BRCA1	BRCA1_chr17_41276018	0
MAP3K1_chr5_56111382__BRCA2_chr13_32912006	MAP3K1	MAP3K1_chr5_56111382	BRCA2	BRCA2_chr13_32912006	0
MAP3K1_chr5_56111382__BRCA2_chr13_32914228	MAP3K1	MAP3K1_chr5_56111382	BRCA2	BRCA2_chr13_32914228	0
MAP3K1_chr5_56111382__BRD4_chr19_15383894	MAP3K1	MAP3K1_chr5_56111382	BRD4	BRD4_chr19_15383894	0
MAP3K1_chr5_56111382__BTK_chrX_100626613	MAP3K1	MAP3K1_chr5_56111382	BTK	BTK_chrX_100626613	0
MAP3K1_chr5_56111382__BTK_chrX_100629565	MAP3K1	MAP3K1_chr5_56111382	BTK	BTK_chrX_100629565	0
MAP3K1_chr5_56111382__CASP8_chr2_202123033	MAP3K1	MAP3K1_chr5_56111382	CASP8	CASP8_chr2_202123033	0
MAP3K1_chr5_56111382__CASP8_chr2_202134297	MAP3K1	MAP3K1_chr5_56111382	CASP8	CASP8_chr2_202134297	0
MAP3K1_chr5_56111382__CDH1_chr16_68771300	MAP3K1	MAP3K1_chr5_56111382	CDH1	CDH1_chr16_68771300	0
MAP3K1_chr5_56111382__CDH1_chr16_68772250	MAP3K1	MAP3K1_chr5_56111382	CDH1	CDH1_chr16_68772250	0
MAP3K1_chr5_56111382__CDK6_chr7_92252365	MAP3K1	MAP3K1_chr5_56111382	CDK6	CDK6_chr7_92252365	0
MAP3K1_chr5_56111382__CDK6_chr7_92462628	MAP3K1	MAP3K1_chr5_56111382	CDK6	CDK6_chr7_92462628	0
MAP3K1_chr5_56111382__CDK9_chr9_130548409	MAP3K1	MAP3K1_chr5_56111382	CDK9	CDK9_chr9_130548409	0
MAP3K1_chr5_56111382__CDKN1B_chr12_12870777	MAP3K1	MAP3K1_chr5_56111382	CDKN1B	CDKN1B_chr12_12870777	0
MAP3K1_chr5_56111382__CDKN1B_chr12_12870931	MAP3K1	MAP3K1_chr5_56111382	CDKN1B	CDKN1B_chr12_12870931	0
MAP3K1_chr5_56111382__CDKN1B_chr12_12871196	MAP3K1	MAP3K1_chr5_56111382	CDKN1B	CDKN1B_chr12_12871196	0
MAP3K1_chr5_56111382__CDKN2A_chr9_21968726	MAP3K1	MAP3K1_chr5_56111382	CDKN2A	CDKN2A_chr9_21968726	0
MAP3K1_chr5_56111382__CDKN2A_chr9_21971100	MAP3K1	MAP3K1_chr5_56111382	CDKN2A	CDKN2A_chr9_21971100	0
MAP3K1_chr5_56111382__CHEK2_chr22_29085137	MAP3K1	MAP3K1_chr5_56111382	CHEK2	CHEK2_chr22_29085137	0
MAP3K1_chr5_56111382__CHEK2_chr22_29090029	MAP3K1	MAP3K1_chr5_56111382	CHEK2	CHEK2_chr22_29090029	0
MAP3K1_chr5_56111382__DHFR_chr5_79950216	MAP3K1	MAP3K1_chr5_56111382	DHFR	DHFR_chr5_79950216	0
MAP3K1_chr5_56111382__DHFR_chr5_79950217	MAP3K1	MAP3K1_chr5_56111382	DHFR	DHFR_chr5_79950217	0
MAP3K1_chr5_56111382__EGFR_chr7_55086962	MAP3K1	MAP3K1_chr5_56111382	EGFR	EGFR_chr7_55086962	0
MAP3K1_chr5_56111382__EGFR_chr7_55209986	MAP3K1	MAP3K1_chr5_56111382	EGFR	EGFR_chr7_55209986	0
MAP3K1_chr5_56111382__ERBB2_chr17_37868221	MAP3K1	MAP3K1_chr5_56111382	ERBB2	ERBB2_chr17_37868221	0
MAP3K1_chr5_56111382__ERBB2_chr17_37868292	MAP3K1	MAP3K1_chr5_56111382	ERBB2	ERBB2_chr17_37868292	0
MAP3K1_chr5_56111382__FGFR2_chr10_123298118	MAP3K1	MAP3K1_chr5_56111382	FGFR2	FGFR2_chr10_123298118	0
MAP3K1_chr5_56111382__FGFR3_chr4_1795735	MAP3K1	MAP3K1_chr5_56111382	FGFR3	FGFR3_chr4_1795735	0
MAP3K1_chr5_56111382__FGFR3_chr4_1795736	MAP3K1	MAP3K1_chr5_56111382	FGFR3	FGFR3_chr4_1795736	0
MAP3K1_chr5_56111382__FLT3_chr13_28636131	MAP3K1	MAP3K1_chr5_56111382	FLT3	FLT3_chr13_28636131	0
MAP3K1_chr5_56111382__FLT3_chr13_28636172	MAP3K1	MAP3K1_chr5_56111382	FLT3	FLT3_chr13_28636172	0
MAP3K1_chr5_56111382__FLT3_chr13_28674643	MAP3K1	MAP3K1_chr5_56111382	FLT3	FLT3_chr13_28674643	0
MAP3K1_chr5_56111382__FNTA_chr8_42911471	MAP3K1	MAP3K1_chr5_56111382	FNTA	FNTA_chr8_42911471	0
MAP3K1_chr5_56111382__GATA3_chr10_8097612	MAP3K1	MAP3K1_chr5_56111382	GATA3	GATA3_chr10_8097612	0
MAP3K1_chr5_56111382__HDAC1_chr1_32757816	MAP3K1	MAP3K1_chr5_56111382	HDAC1	HDAC1_chr1_32757816	0
MAP3K1_chr5_56111382__HDAC1_chr1_32792601	MAP3K1	MAP3K1_chr5_56111382	HDAC1	HDAC1_chr1_32792601	0
MAP3K1_chr5_56111382__HDAC2_chr6_114266539	MAP3K1	MAP3K1_chr5_56111382	HDAC2	HDAC2_chr6_114266539	0
MAP3K1_chr5_56111382__HDAC2_chr6_114292056	MAP3K1	MAP3K1_chr5_56111382	HDAC2	HDAC2_chr6_114292056	0
MAP3K1_chr5_56111382__HDAC6_chrX_48661089	MAP3K1	MAP3K1_chr5_56111382	HDAC6	HDAC6_chrX_48661089	0
MAP3K1_chr5_56111382__HDAC6_chrX_48674389	MAP3K1	MAP3K1_chr5_56111382	HDAC6	HDAC6_chrX_48674389	0
MAP3K1_chr5_56111382__HSP90AA1_chr14_102551760	MAP3K1	MAP3K1_chr5_56111382	HSP90AA1	HSP90AA1_chr14_102551760	0
MAP3K1_chr5_56111382__HSP90AA1_chr14_102552141	MAP3K1	MAP3K1_chr5_56111382	HSP90AA1	HSP90AA1_chr14_102552141	0
MAP3K1_chr5_56111382__HSP90AA1_chr14_102605736	MAP3K1	MAP3K1_chr5_56111382	HSP90AA1	HSP90AA1_chr14_102605736	0
MAP3K1_chr5_56111382__IGF1R_chr15_99192824	MAP3K1	MAP3K1_chr5_56111382	IGF1R	IGF1R_chr15_99192824	0
MAP3K1_chr5_56111382__IGF1R_chr15_99434664	MAP3K1	MAP3K1_chr5_56111382	IGF1R	IGF1R_chr15_99434664	0
MAP3K1_chr5_56111382__IGF1R_chr15_99434807	MAP3K1	MAP3K1_chr5_56111382	IGF1R	IGF1R_chr15_99434807	0
MAP3K1_chr5_56111382__JAK2_chr9_5050721	MAP3K1	MAP3K1_chr5_56111382	JAK2	JAK2_chr9_5050721	0
MAP3K1_chr5_56111382__KDM5C_chrX_53254068	MAP3K1	MAP3K1_chr5_56111382	KDM5C	KDM5C_chrX_53254068	0
MAP3K1_chr5_56111382__KIT_chr4_55524176	MAP3K1	MAP3K1_chr5_56111382	KIT	KIT_chr4_55524176	0
